Molecule Name,SMILES,LogD,KSOL
E-0016255,C[C@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,1.8,265.0
E-0016256,C[C@@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,1.8,151.0
E-0016257,CC(C)N1CCC(Oc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.3,249.0
E-0016258,Cc1c(N)c(-c2ccc(OCCN3C4CCC3COC4)cc2)cc2cnccc12,2.9,257.0
E-0016259,Cc1c(N)c(-c2ccc(OCCN3C4COCC3C4)cc2)cc2cnccc12,2.1,249.0
E-0016260,CCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1C(F)(F)F,3.1,262.0
E-0016261,C[C@@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,3.7,42.8
E-0016262,C[C@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,3.6,32.1
E-0016263,NC(=O)c1ccn(-c2ccc(OCCN3CCCCC3)cc2)n1,0.7,286.0
E-0016264,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2cnnc2c1,0.7,274.0
E-0016265,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2nccc2c1,2.3,271.0
E-0016266,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccnn2c1,2.6,261.0
E-0016267,Cc1ccnc(-c2ccc(OCCN3CCCCC3)c(C)c2N)c1,2.0,277.0
E-0016268,O=C1Cc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2N1,1.9,273.0
E-0016269,CN1C(=O)Cc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,2.3,282.0
E-0016270,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncsc2c1,2.7,219.0
E-0016271,CN(CCN1CCCCC1)c1cnc(-c2ccc3ccncc3c2)nn1,2.0,263.0
E-0016272,Cc1ccc2nc(-c3ccc(OCCN4CCCCC4)cc3)nn2c1,2.2,274.0
E-0016273,c1cc(-c2cnccc2Nc2ccc(OCCN3CCCCC3)cc2)ncn1,1.8,257.0
E-0016274,C#Cc1cc(-c2ccc(C(=O)NCCOC)cc2)cc2cnccc12,3.5,21.6
E-0016276,Cc1c(N)c(-c2ccc3c(c2)nnn3CCN2CCCCC2)cc2cnccc12,2.8,271.0
E-0016277,Cc1c(N)c(-c2ccc3nn(CCN4CCCCC4)nc3c2)cc2cnccc12,3.3,238.0
E-0016278,Cc1c(N)c(-c2ccc3nnn(CCN4CCCCC4)c3c2)cc2cnccc12,3.0,68.1
E-0016279,Cc1c(N)c(-c2ccc(S(=O)(=O)CCN(C)C)cc2)cc2cnccc12,2.0,289.0
E-0016280,Cc1cc(-c2ccccn2)cc(-c2ccc(OCCN3CCCCC3)cc2)c1N,2.8,214.0
E-0016282,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc(Br)c2nccnc12,2.9,104.0
E-0016283,Nc1c(Cl)ncnc1-c1ccc(OCCN2CCCCC2)cc1,1.2,295.0
E-0016284,Cc1cccc(-n2ccc(OCC3CN(C)C3)n2)c1N,-0.2,283.0
E-0016285,Cc1c(N)c(-c2ccc(OCCN3CC4(CCO4)C3)cc2)cc2cnccc12,2.4,268.0
E-0016286,Cn1cc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)cn1,2.1,1.24
E-0016287,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-n3ccnc3)ccc21,1.8,58.3
E-0016288,Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)c1,1.6,16.2
E-0016289,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cnoc3)ccc21,1.9,5.92
E-0016290,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ncccn3)ccc21,1.9,20.4
E-0016291,Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cnccn3)ccc21,1.9,18.5
E-0016292,Cc1csc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)n1,2.8,35.6
E-0016293,Cc1nc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)cs1,2.5,13.2
E-0016294,Cc1nnc(-c2ccc3c(c2)cc(C(=O)N(C)C2CCN(c4ccncc4)CC2)n3C)s1,1.6,36.6
E-0016295,CN1CCC(n2cc(-c3ccc4ncsc4c3)cn2)CC1,1.7,285.0
E-0016296,Cn1c(=O)c2c(ncn2CCCCCCCn2cnc3c2c(=O)n(C)c(=O)n3C)n(C)c1=O,1.6,51.0
E-0016297,Cn1c(=O)c2c(ncn2CCCCCCCCCn2cnc3c2c(=O)n(C)c(=O)n3C)n(C)c1=O,2.5,5.44
E-0016298,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4ccncc4)CC2)n3C)s1,2.9,1.86
E-0016299,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4ccncn4)CC2)n3C)s1,2.3,12.1
E-0016300,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(Cc4cncnc4)CC2)n3C)s1,2.1,19.0
E-0016301,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncn4)CC2)n3C)s1,2.8,0.616
E-0016302,CN1C(=O)/C(=C\c2cnc[nH]2)c2c1ccc1ncsc21,2.3,8.36
E-0016303,CN1C(=O)/C(=C\c2cncn2C)c2c1ccc1ncsc21,2.1,8.56
E-0016304,Cc1nnc(-c2ccc3c(c2)nc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,1.4,299.0
E-0016305,O=C(c1n[nH]c2cccnc12)N1CC[C@@H](Oc2cncc(Cl)c2)[C@H]2C[C@H]21,1.8,270.0
E-0016306,O=C(c1n[nH]c2cccnc12)N1CC[C@H](Oc2cncc(Cl)c2)[C@@H]2C[C@@H]21,1.8,309.0
E-0016307,Cc1nnc(-c2ccc3c(c2)nc(C(=O)N2CCC(Nc4cncc(Cl)c4)CC2)n3C)s1,3.2,45.1
E-0016308,Cc1nnc(-c2ccc3nc(C(=O)N4CCC(N(C)c5cncc(Cl)c5)CC4)n(C)c3c2)s1,3.4,42.3
E-0016309,Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3n2)s1,1.0,290.0
E-0016310,Cc1nnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,1.3,31.0
E-0016311,NC(=O)c1nccc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,1.9,257.0
E-0016312,c1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,1.3,255.0
E-0016313,Cn1c2cnccc2c2ccc(OCCN3CCCCC3)cc21,1.9,236.0
E-0016314,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cc(F)c32)c1=O,2.1,254.0
E-0016315,Cc1ccc2c(c1)[nH]c1cc(OCCN3CCCCC3)ccc12,3.1,155.0
E-0016316,Cc1cccc(Nc2cccc(OCCN3CCCCC3)c2)c1,2.7,248.0
E-0016317,c1cnn(-c2ccc3c(c2)OCc2nc(N[C@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,1.6,238.0
E-0016318,Cn1ccc2c([nH]c3c(CCC4CNC4)c(F)ccc32)c1=O,0.2,243.0
E-0016319,Cn1ccc2c([nH]c3c(C#CC4(C)CNC4)c(F)ccc32)c1=O,1.4,209.0
E-0016320,Cn1ccc2c([nH]c3c(C(=O)CC4(C)CNC4)c(F)ccc32)c1=O,-0.2,250.0
E-0016321,Cn1ccc2c([nH]c3cc(C(=O)NCCN4CCCCC4)ccc32)c1=O,1.0,245.0
E-0016322,CNC(=O)/C=C/c1ccc(-c2ncc(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,1.2,243.0
E-0016325,CS(=O)(=O)c1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,1.4,287.0
E-0016326,Cc1c(N)c(-c2ccc(OCCN3CC4CC(C3)O4)cc2)cc2cnccc12,2.6,72.0
E-0016327,Cc1c(N)c(-c2ccc(OCCN3CCCC3=O)cc2)cc2cnccc12,2.8,12.4
E-0016328,O=c1ncn(-c2ccc(OCCN3CCCCC3)cc2)c2c[nH]nc12,0.8,278.0
E-0016329,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2nncn2c1,1.2,287.0
E-0016330,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cnnn2c1,1.9,272.0
E-0016331,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2nncc2c1,1.8,308.0
E-0016332,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2[nH]ncc2c1,2.8,265.0
E-0016333,Cn1cc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2n1,2.4,244.0
E-0016334,O=c1ccc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2[nH]1,2.1,290.0
E-0016335,c1cc2cncc(-c3ccc(OCCN4CCCCC4)cc3)c2[nH]1,1.9,295.0
E-0016336,COCCCN[C@@H](C)COc1cnn(-c2cc(C#N)c3ccncc3c2)c1,1.6,274.0
E-0016337,COCCCN[C@@H](C)COc1cnn(-c2cc(C#N)cc3cnccc23)c1,0.6,272.0
E-0016338,COCCCN[C@H](C)COc1cnn(-c2cc(C#N)cc3cnccc23)c1,0.7,271.0
E-0016339,COCCCN[C@H](C)COc1cnn(-c2cc(C#N)c3ccncc3c2)c1,1.6,285.0
E-0016340,Cc1c(N)c(-c2ccc(OCC(C)(C)N3CCCCC3)cc2)cc2cnccc12,2.3,252.0
E-0016341,Cc1c(N)c(-c2ccc(C(O)CCN(C)C)cc2)cc2cnccc12,0.8,260.0
E-0016342,Cc1cccc(-c2ccc(OCC(C)(C)N3CCCCC3)cc2)c1N,2.1,237.0
E-0016343,Cc1cccc(-c2ccc(OC[C@H](C)N3CCCCC3)cc2)c1N,2.5,283.0
E-0016344,Cc1cccc(-c2ccc(OC[C@@H](C)N3CCCCC3)cc2)c1N,2.4,275.0
E-0016345,Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ncncc12,2.1,263.0
E-0016346,Nc1ccc(-c2ccc(OCCN3CCCCC3)cc2)c2ncncc12,1.7,281.0
E-0016347,Cc1ccc(C)c(-c2ccc(OCCN3CCCCC3)cc2)c1N,2.7,271.0
E-0016348,Cc1c(N)c(-n2ccc(OCC3CN(C)C3)n2)cc2cccnc12,0.3,264.0
E-0016349,CN1CC(COc2ccn(-c3ccc4ncccc4c3N)n2)C1,-0.1,298.0
E-0016350,Cc1c(N)c(-n2ccc(OCC3CN(C)C3)n2)cc2cnccc12,0.6,297.0
E-0016351,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)o1,1.5,12.1
E-0016352,Cc1cnn(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)c1,2.5,0.66
E-0016353,c1cc(N2CCC(n3cc(-c4ccc5ncsc5c4)cn3)CC2)ccn1,2.1,55.6
E-0016355,O=c1c2ccccc2ccn1C1CCN(c2ccncc2)CC1,1.6,293.0
E-0016356,O=c1c2ccccc2ncn1C1CCN(c2ccncc2)CC1,0.7,286.0
E-0016357,O=c1c2ccccc2ncn1C1CCN(Cc2ccncc2)CC1,2.0,276.0
E-0016358,COc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4nnc(C)s4)ccc3n2C)CC1,3.2,6.79
E-0016359,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4C#N)CC2)n3C)s1,3.4,0.139
E-0016360,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4C)CC2)n3C)s1,3.5,0.0717
E-0016361,NCc1cccc(CNC(=O)Nc2ccc3nccnc3c2)c1,-0.4,252.0
E-0016362,Cn1ncc2cc(NC(=O)NCc3cccc(CN)c3)ccc21,-0.4,298.0
E-0016363,Cn1cnc2ccc(NC(=O)NCc3cccc(CN)c3)cc21,-0.8,301.0
E-0016364,Cn1cnc2cc(NC(=O)NCc3cccc(CN)c3)ccc21,-1.2,258.0
E-0016365,NCc1cccc(CNC(=O)Nc2ccc3nccn3c2)c1,-0.3,69.8
E-0016366,NCc1cccc(NC(=O)Cc2ccc3ncccc3c2)c1,0.0,302.0
E-0016367,CN(C(=O)NCc1cccc(CN)c1)c1ccc2ncccc2c1,-0.6,308.0
E-0016368,CC(C)(C(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,0.5,275.0
E-0016369,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(C)CC2)n3C)s1,1.2,289.0
E-0016370,Cc1nnc(-c2ccc3c(c2)nc(C(=O)N2CCC(Nc4ccncc4)CC2)n3C)s1,0.3,300.0
E-0016371,Cc1nnc(-c2ccc3c(c2)cc(NC(=O)C2CCN(c4ccncc4)CC2)n3C)s1,1.6,19.0
E-0016372,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3n2)s1,0.8,102.0
E-0016373,Cc1nnc(-c2ccc3cc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,1.5,8.29
E-0016374,Cc1nnc(-c2cc3cc(C(=O)NC4CCN(c5ccncc5)CC4)n(C)c3cn2)s1,1.3,28.1
E-0016375,CNC(=O)/C=C/c1ccc(-c2cnc(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,2.7,252.0
E-0016376,CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1=O,1.5,261.0
E-0016377,COC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.9,247.0
E-0016378,COCCNCCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.7,262.0
E-0016379,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4(C)C)ccc32)c1=O,1.4,244.0
E-0016380,CN(C)C1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.1,271.0
E-0016382,Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)cnc32)c1=O,0.0,255.0
E-0016383,Cc1nccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,-0.4,263.0
E-0016384,O=c1[nH]ccc2c1[nH]c1nc(OCCN3CCCCC3)ncc12,0.3,255.0
E-0016385,Cn1ccc2c([nH]c3c(C#CC4(C)CCNCC4)c(F)ccc32)c1=O,1.2,245.0
E-0016386,Cn1ccc2c([nH]c3c(C(=O)CC4(C)CCNCC4)c(F)ccc32)c1=O,0.3,249.0
E-0016387,Cn1ccc2c([nH]c3c(C#CC4(N)CC4)c(F)ccc32)c1=O,3.4,5.32
E-0016388,CCNC1(C#Cc2c(F)ccc3c2[nH]c2c(=O)n(C)ccc23)CC1,3.5,4.74
E-0016389,Cn1ccc2c([nH]c3c(C#CC4(N)CCC4)c(F)ccc32)c1=O,2.6,239.0
E-0016392,Cn1ccc2c([nH]c3cc(NCCCCN4CCCCC4)ccc32)c1=O,0.6,255.0
E-0016393,Cc1ccc2c(c1)[nH]c1c(OCCN3CCCCC3)cccc12,3.2,230.0
E-0016394,Cc1c(N)c(-c2ccc(OCCN3C[C@@H]4CC[C@H]3CO4)cc2)cc2cnccc12,2.8,246.0
E-0016395,Cc1c(N)c(-c2ccc(OCCN3C[C@H]4CC[C@@H]3CO4)cc2)cc2cnccc12,2.7,284.0
E-0016396,Cc1c(N)c(-c2ccc(OCCN3CCCCC3=O)cc2)cc2cnccc12,3.2,42.8
E-0016397,Cc1c(OCCN2CCOCC2)ccc(-c2cc(Cl)c3ccncc3n2)c1N,3.6,8.3
E-0016398,Cc1c(OCCN2CCOCC2)ccc(-c2cc(Cl)nc3cnccc23)c1N,2.6,52.0
E-0016399,Cc1c(OCCN2CCOCC2)ccc(-c2cc(C)c3ccncc3n2)c1N,3.0,28.3
E-0016400,O=c1[nH]c2c(-c3ccc(OCCN4CCCCC4)cc3)cccc2o1,2.4,217.0
E-0016401,O=C1CCc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c2N1,2.1,262.0
E-0016402,Cc1cccc(-c2ccc(OCCN3CCCCC3)c(F)c2)c1N,2.6,197.0
E-0016403,Fc1cc(-c2ccn3nccc3c2)ccc1OCCN1CCCCC1,2.9,186.0
E-0016404,N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)c(F)c3)cnc12,1.7,9.01
E-0016405,Cc1c(N)c(-c2ccc(OCCN3CCCCC3)c(F)c2F)cc2cnccc12,2.9,236.0
E-0016406,Cc1c(N)c(-c2ccc(OCCN3CCCC3)c(F)c2)cc2cnccc12,2.1,236.0
E-0016407,N#Cc1cnn2ccc(-c3ccc(OCCN4CCCCC4)cc3)nc12,2.0,32.4
E-0016408,Brc1cnn2ccc(-c3ccc(OCCN4CCCCC4)cc3)nc12,2.8,13.1
E-0016409,Brc1cnn2c(-c3ccc(OCCN4CCCCC4)cc3)ccnc12,2.5,234.0
E-0016410,c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2nccc2n1,1.8,255.0
E-0016411,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2[nH]ccc2n1,2.2,291.0
E-0016412,c1cc2cc[nH]c2c(-c2ccc(OCCN3CCCCC3)cc2)n1,1.9,282.0
E-0016413,Cc1c(N)c(-c2ccc(C(N)=O)cc2)cc2cnccc12,2.1,30.1
E-0016414,CNc1c(C)cccc1-c1ccc(C(N)=O)cc1,2.4,280.0
E-0016415,NC(=O)c1ccc(-c2cccc3cc[nH]c23)cc1,2.7,22.5
E-0016416,Cc1c(-n2ccc(OCC3CNC3)n2)ccc2ncccc12,-0.7,293.0
E-0016417,c1ccc(-c2ccncn2)c(Nc2ccc(OCCN3CCCCC3)cc2)c1,3.0,186.0
E-0016418,CN(C)C(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,1.8,262.0
E-0016419,Cc1c(N)c(-c2cccc3c2nnn3CCN2CCCCC2)cc2cnccc12,2.6,235.0
E-0016420,CNC1CN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,1.3,135.0
E-0016421,Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccnnc4)CC2)n3C)s1,2.4,0.604
E-0016422,c1ccc2c(OC3CCN(c4ccncc4)CC3)nccc2c1,2.6,316.0
E-0016423,COc1cccc(Nc2ccnc3ccc(C(=N)N)cc23)c1,-0.2,246.0
E-0016424,CNC(=N)c1ccc2nc(C)cc(Nc3cccc(OC)c3)c2c1,-0.5,232.0
E-0016425,CNC(=O)c1ccc2nc(C)nc(Nc3cccc(OC)c3)c2c1,2.9,35.4
E-0016426,NCc1cccc(CNC(=O)Nc2ccc3ncncc3c2)c1,-0.6,290.0
E-0016427,Cn1cc2cc(NC(=O)NCc3cccc(CN)c3)ccc2n1,-0.9,286.0
E-0016428,NCc1cccc(CNC(=O)Nc2ccn3ccnc3c2)c1,-0.8,206.0
E-0016429,NCc1cccc(CNC(=O)Nc2ccn3nccc3c2)c1,-0.2,281.0
E-0016430,O=C(Nc1ccc2ncccc2c1)NC1CCN(c2ccncc2)CC1,1.5,273.0
E-0016431,NCc1cccc(COC(=O)Nc2ccc3ncccc3c2)c1,1.1,278.0
E-0016432,NCc1cccc(CC(=O)Nc2ccc3ncccc3c2)c1,0.3,296.0
E-0016433,NCc1cccc(NC(=O)Nc2ccc3ncccc3c2)c1,0.5,299.0
E-0016434,NCc1cccc(CNC(=O)c2ccc3ncccc3c2)c1,-0.3,271.0
E-0016435,CN(Cc1cccc(CN)c1)C(=O)Nc1ccc2ncccc2c1,0.0,234.0
E-0016436,CN(Cc1cccc(CN)c1)C(=O)N(C)c1ccc2ncccc2c1,0.0,275.0
E-0016437,CC(NC(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,0.6,282.0
E-0016438,CC(C(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,0.6,303.0
E-0016439,CC(C(=O)Nc1cccc(CN)c1)c1ccc2ncccc2c1,0.5,270.0
E-0016440,NCc1cccc(CCC(=O)Nc2ccc3nnsc3c2)c1,0.6,278.0
E-0016441,NCc1cccc(CC(=O)Nc2ccc3nnsc3c2)c1,0.3,295.0
E-0016442,CN(C(=O)NCc1cccc(CN)c1)c1ccc2nnsc2c1,-0.6,297.0
E-0016443,NCc1cccc(C2(NC(=O)Nc3ccc4ncccc4c3)CC2)c1,0.4,298.0
E-0016444,Cn1c(C(=O)NC2CCN(Cc3cncc(Cl)c3)CC2)cc2cc(C3CCOCC3)ccc21,3.9,2.05
E-0016445,Cn1c(C(=O)N2CCC(Nc3cncc(Cl)c3)CC2)cc2cc(C3CCOCC3)ccc21,4.0,1.23
E-0016446,Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncn5)CC4)cc3c2)s1,2.0,7.86
E-0016447,Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)oc3c2)s1,0.7,284.0
E-0016448,O=c1c2[nH]c3c(CCN4CCCCC4)cccc3c2ccn1CC(F)(F)F,2.3,250.0
E-0016449,O=c1c2[nH]c3c(CCN4CCCCC4)cccc3c2ccn1C1CC1,1.6,252.0
E-0016450,Cn1ccc2c([nH]c3cc(OCCN4CCC4)ccc32)c1=O,0.7,261.0
E-0016451,CC(C)n1c2cc(OCCN3CCCCC3)ccc2c2ccn(C)c(=O)c21,2.2,244.0
E-0016452,Cn1ccc2c([nH]c3cc(OCCN4CC5CCC(C4)N5)ccc32)c1=O,0.2,249.0
E-0016453,Cn1ccc2c([nH]c3cc(OCCN4C5CCC4CNC5)ccc32)c1=O,0.2,247.0
E-0016454,Cn1ccc2c([nH]c3cc(OCCN4CCNC5(CC5)C4)ccc32)c1=O,0.9,253.0
E-0016455,Cn1ccc2c([nH]c3c(F)c(OCCN4CCCCC4)ccc32)c1=O,1.4,249.0
E-0016456,Cn1ccc2c([nH]c3ccnc(CCN4CCCCC4)c32)c1=O,0.6,252.0
E-0016457,COCCCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.7,245.0
E-0016458,O=c1c2[nH]c3c(C#CC4CNC4)c(F)ccc3c2ccn1CC(F)(F)F,1.9,224.0
E-0016459,Cn1ccc2c([nH]c3c(C#CC4(N)COC4)c(F)ccc32)c1=O,2.2,227.0
E-0016460,Cn1ccc2c([nH]c3c(CCC4(C)CCNCC4)c(F)ccc32)c1=O,1.2,241.0
E-0016461,Cn1ccc2c([nH]c3cc(OCCN4CCNCC4)c(F)cc32)c1=O,0.0,246.0
E-0016462,CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,1.3,244.0
E-0016463,Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)cnc32)c1=O,1.1,245.0
E-0016464,Cc1c(N)c(-c2ccc(OCCN3C[C@H]4C[C@@H]3CO4)cc2)cc2cnccc12,2.4,209.0
E-0016465,Cc1c(N)c(-c2ccc(OCCN3C[C@@H]4C[C@H]3CO4)cc2)cc2cnccc12,2.4,230.0
E-0016466,Brc1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,2.4,240.0
E-0016467,N#Cc1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,2.0,242.0
E-0016468,CNc1ccc(-n2nc(C(N)=O)c3ncccc32)cc1,1.7,83.2
E-0016469,CNc1ccc(-n2nc(C#N)c3ncccc32)cc1,2.5,5.82
E-0016470,Nc1c(-c2ccc(OCCN3CCCCC3)cn2)cc(Br)c2ccncc12,3.2,64.0
E-0016471,Nc1c(Br)cc(-c2ccc(OCCN3CCCCC3)cn2)c2ccncc12,2.5,286.0
E-0016472,Cc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3n2)c1N,2.7,14.3
E-0016473,Cc1c(OCCN2CCOCC2)ccc(-c2ccnc3cnccc23)c1N,1.9,262.0
E-0016474,Cc1c(N)c(-c2ccc(O[C@@H](C)CN(C)C)c(F)c2)cc2cnccc12,2.3,200.0
E-0016475,Cc1c(N)c(-c2ccc(O[C@H](C)CN(C)C)c(F)c2)cc2cnccc12,2.3,184.0
E-0016476,Cc1c(N)c(-c2ccc(OC[C@H](C)N(C)C)c(F)c2)cc2cnccc12,2.1,192.0
E-0016477,Cc1c(N)c(-c2ccc(OC[C@@H](C)N(C)C)c(F)c2)cc2cnccc12,2.1,208.0
E-0016478,N#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)cc3)ccnc12,1.7,281.0
E-0016479,c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2nc[nH]c2c1,2.3,232.0
E-0016480,c1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,1.9,260.0
E-0016481,C[C@@H](COc1ccc(-c2cnc3c(C#N)cnn3c2)cc1)N1CCC1,1.3,253.0
E-0016482,C[C@H](COc1ccc(-c2cnc3c(C#N)cnn3c2)cc1)N1CCC1,1.3,279.0
E-0016483,CCN(C)CCOc1ccc(-c2cnc3c(C#N)cnn3c2)cc1,1.2,271.0
E-0016484,N#Cc1cnn2cc(-c3ccc(OCCN4CCOCC4)c(F)c3)cnc12,1.8,14.1
E-0016485,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cnncc2c1,1.6,239.0
E-0016486,N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc12,1.7,274.0
E-0016487,Cc1c(N)c(-c2cccc3nnn(CCN4CCCCC4)c23)cc2cnccc12,2.7,249.0
E-0016488,Cc1c(N)c(-c2cccc3nn(CCN4CCCCC4)nc23)cc2cnccc12,3.0,238.0
E-0016489,CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,1.6,231.0
E-0016490,Cc1cccc(-c2ccc(OCC(C)(C)N(C)C)cc2)c1N,1.6,267.0
E-0016491,Nc1cc2ncccc2cc1-c1ccc(OCCN2CCCCC2)cc1,2.4,257.0
E-0016492,Cc1nnc(-c2ccc3ccn(C4CCN(c5ccncc5)CC4)c(=O)c3c2)s1,1.5,35.6
E-0016493,COc1cccc(Nc2ccnc3c(C)cc(C(=N)N)cc23)c1,0.5,258.0
E-0016494,COc1cccc(Sc2cc(C)nc3ccc(C(=N)N)cc23)c1,0.6,255.0
E-0016495,COc1cccc(N(C)c2cc(C)nc3ccc(C(=N)N)cc23)c1,-0.1,285.0
E-0016496,COc1cccc(Nc2cc(C)nc3ccc(C#N)cc23)c1,3.6,2.83
E-0016497,CNC(=N)c1ccc2nc(C)cc(Oc3cccc(OC)c3)c2c1,0.1,233.0
E-0016498,CNC(=O)c1ccc2nc(C)cc(Oc3cccc(OC)c3)c2c1,3.3,120.0
E-0016499,CNC(=O)c1ccc2nc(C)cc(Sc3cccc(OC)c3)c2c1,3.7,11.3
E-0016500,NCc1cccc(CN2CCN(c3ccc4ncccc4c3)C2=O)c1,0.7,265.0
E-0016501,C[C@@H](NC(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,0.6,287.0
E-0016502,C[C@H](NC(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,0.7,288.0
E-0016503,C[C@@H](C(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,0.6,251.0
E-0016504,C[C@H](C(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,0.7,269.0
E-0016505,C[C@@H](C(=O)Nc1cccc(CN)c1)c1ccc2ncccc2c1,0.5,248.0
